PatientID,Name,SSN,PhoneNumber,Email,InsuranceID,Gender,DateOfBirth,Age,Diagnosis,TreatmentPlan,Medications,LabResults,Allergies,LastVisitDate,DoctorAssigned,Notes,DataDeletionRequested
374,Angela Figueroa,870-92-1672,(613)441-5977x50724,janetrogers@example.com,tfq-8959379,Female,2013-11-21,50,Migraine,Wonder kind consider school prevent food statement.,"Albuterol, Atorvastatin, Omeprazole","{""WBC"": 4591.2, ""Hgb"": 12.3, ""Platelets"": 399.0, ""Glucose"": 78.0}",Latex,2025-06-01,Stanley Alexander,Prevent air prove kind by me since show stop away million take.,True
375,Alexandra Jefferson,234-70-9557,(820)523-9312,parkeralan@example.com,kdc-6028097,Female,1993-11-02,89,Migraine,Third government itself person clear life opportunity.,Simvastatin,"{""WBC"": 6858.4, ""Hgb"": 16.5, ""Platelets"": 334.6, ""Glucose"": 113.1}",Penicillin,2025-06-02,Lindsay Johnson,Among morning offer according attack involve arrive feel choose.,False
376,David Young,794-05-9046,+1-508-391-9738x3474,haroldhorn@example.net,giW-5898529,Female,1955-01-06,95,COPD,Arm young total call far training expect.,"Amlodipine, Albuterol, Hydrochlorothiazide","{""WBC"": 8344.3, ""Hgb"": 15.1, ""Platelets"": 372.2, ""Glucose"": 81.1}",Latex,2025-06-20,Dr. Anna Owen,She north production result others man yard interest manager current best discover right anything.,False
377,Billy Wilson,682-50-8831,348-573-8672x998,christina26@example.com,eca-3901411,Female,1940-10-23,84,Arthritis,Method local expert scientist.,"Lisinopril, Simvastatin, Levothyroxine","{""WBC"": 5172.8, ""Hgb"": 14.8, ""Platelets"": 206.8, ""Glucose"": 124.5}",None,2026-01-30,Matthew Dennis,Can to play power game admit perhaps nice power bed.,False
378,Gabrielle Collins,509-06-3984,001-705-635-4735,deborah13@example.net,tGH-2319466,Male,1989-12-03,2,Diabetes,Safe note more but local help explain.,"Albuterol, Simvastatin, Hydrochlorothiazide","{""WBC"": 5338.8, ""Hgb"": 13.8, ""Platelets"": 338.0, ""Glucose"": 100.3}",Penicillin,2025-08-16,Laura Hensley,Ever think accept trial sit per industry quite nor seem.,False
379,Amanda Stark,507-22-4774,851-413-4219,andrew99@example.com,rdN-6258684,Male,1994-01-24,82,Diabetes,Democratic blue sort science suggest camera.,"Omeprazole, Amlodipine","{""WBC"": 7454.0, ""Hgb"": 12.6, ""Platelets"": 315.6, ""Glucose"": 86.3}",None,2025-09-11,Jennifer Rogers,Kind detail factor contain these six interest could article him material enter either.,True
380,Samantha Harper,471-74-7752,001-397-360-4209x6784,schwartzlaura@example.com,AlY-5648404,Male,2024-06-20,28,COPD,Major better beat young.,"Omeprazole, Metformin, Levothyroxine","{""WBC"": 7577.9, ""Hgb"": 16.9, ""Platelets"": 333.5, ""Glucose"": 94.5}",Latex,2025-04-30,Angela Mitchell,Way power yard rise by movement.,False
381,Dylan Alexander,545-32-6775,6273225077,kingjames@example.com,EHH-0695923,Other,2017-09-06,19,Anxiety,Wish color sort choice could event now.,"Hydrochlorothiazide, Omeprazole","{""WBC"": 5532.0, ""Hgb"": 14.5, ""Platelets"": 155.3, ""Glucose"": 123.6}",Peanuts,2026-02-15,Kimberly Jackson,Life whether laugh quality artist far court anything detail explain per son drive.,True
382,Jennifer Curry,558-10-8244,001-792-842-6496x59120,karen75@example.com,fvK-7268815,Male,2001-07-30,8,Arthritis,Land do bar black magazine occur inside.,"Albuterol, Simvastatin, Gabapentin","{""WBC"": 4842.5, ""Hgb"": 12.6, ""Platelets"": 397.9, ""Glucose"": 102.9}",Latex,2025-08-20,Carol Smith,Need lead order away small approach game sound put wish save head.,False
383,Christopher Tran,100-48-5558,001-750-758-5780x37876,john69@example.org,Zgl-1128126,Other,1992-07-01,50,Hypothyroidism,Ground less clearly make range money draw.,"Metformin, Gabapentin","{""WBC"": 7937.1, ""Hgb"": 12.8, ""Platelets"": 356.6, ""Glucose"": 70.1}",Shellfish,2025-12-14,Michelle Perez,Avoid far step end something level both main around young.,False
384,David Roman,450-93-1111,473-548-2052x8973,monique98@example.com,bDH-6744517,Other,1979-02-23,15,Hypertension,He American together president minute understand personal.,Levothyroxine,"{""WBC"": 9714.6, ""Hgb"": 15.7, ""Platelets"": 358.4, ""Glucose"": 70.5}",Pollen,2025-05-23,Alyssa Roman,Heavy final friend ago action run operation example paper.,True
385,Sharon Cohen,437-60-0877,972-662-5390,zmccullough@example.net,kbC-5756595,Male,1986-05-31,88,Migraine,Performance her outside agreement cut so.,"Metformin, Amlodipine, Lisinopril","{""WBC"": 8410.0, ""Hgb"": 13.4, ""Platelets"": 319.7, ""Glucose"": 71.7}",Shellfish,2025-08-01,David Nelson,Kitchen become source fact with do central.,True
386,John Brooks,796-16-4165,334.227.5283x92884,sarajones@example.net,HkJ-3024241,Female,1992-12-02,76,Hypothyroidism,Church able like administration a bit.,"Metformin, Hydrochlorothiazide, Lisinopril","{""WBC"": 5771.5, ""Hgb"": 16.8, ""Platelets"": 241.4, ""Glucose"": 74.7}",Pollen,2025-05-13,Jeffery Wilkinson,Likely project purpose check per detail.,True
387,William Ramirez,124-45-7123,507.748.7336x5320,mccoyvalerie@example.org,OJo-8412645,Female,2007-06-16,33,Migraine,Hard test west instead.,"Lisinopril, Atorvastatin, Amlodipine","{""WBC"": 6290.2, ""Hgb"": 12.2, ""Platelets"": 231.4, ""Glucose"": 73.1}",Penicillin,2025-11-19,Joseph Johnson,Particularly prevent glass partner data campaign central total then.,True
388,Patricia Garza,151-90-9478,001-545-328-9571,jon78@example.com,hZf-8277735,Male,1969-07-03,39,Arthritis,Big each space trade.,"Lisinopril, Metformin","{""WBC"": 5067.5, ""Hgb"": 17.0, ""Platelets"": 285.5, ""Glucose"": 97.9}",Penicillin,2025-06-11,Linda Jones,Factor six film address management truth office will top unit small spring.,False
389,Joshua West,119-29-0852,+1-305-701-7713x6984,xcosta@example.net,qZm-8981859,Male,2021-03-29,69,Diabetes,They tax technology on heavy since new pick.,"Gabapentin, Omeprazole","{""WBC"": 5839.0, ""Hgb"": 14.8, ""Platelets"": 339.3, ""Glucose"": 128.4}",None,2025-07-15,Matthew Fleming,Agent ahead until sense white benefit.,False
390,Molly Walker,874-04-6187,259-912-1472x79123,burkealyssa@example.org,upm-0395445,Female,1967-12-12,55,Hypertension,As sit its film far provide.,"Amlodipine, Albuterol, Atorvastatin","{""WBC"": 4937.6, ""Hgb"": 13.4, ""Platelets"": 308.3, ""Glucose"": 95.0}",None,2025-03-18,Christopher Avila,Involve test good join future PM get then Democrat voice sell message safe.,False
391,Scott Turner,709-49-3349,237.346.1455,hughesrobert@example.net,dNn-9732004,Female,1982-09-08,2,Asthma,Concern actually pay read.,"Lisinopril, Metformin, Simvastatin","{""WBC"": 6421.6, ""Hgb"": 17.3, ""Platelets"": 325.1, ""Glucose"": 81.2}",Peanuts,2025-05-08,Nicole Avila,Life notice sometimes executive oil sort different fine town war admit.,True
392,Mario Thompson,751-55-1967,+1-228-796-8294x43167,henrynelson@example.org,lOK-4470862,Male,2007-05-07,1,Diabetes,White score go nearly want.,"Levothyroxine, Simvastatin","{""WBC"": 8045.6, ""Hgb"": 17.4, ""Platelets"": 219.4, ""Glucose"": 134.7}",Pollen,2025-05-04,William Brown,Arm off series white program enjoy scientist value score rest very.,True
393,Randy Walker,584-93-1329,823.922.6471,tina63@example.org,kSz-2612104,Other,1951-12-11,49,Migraine,Next need production read interesting senior and.,Amlodipine,"{""WBC"": 6922.4, ""Hgb"": 16.9, ""Platelets"": 262.3, ""Glucose"": 107.3}",Pollen,2025-03-11,James Hernandez,Strong mind Congress loss indeed image really can peace against thought very.,True
394,Christopher Kennedy,785-24-7778,300-498-8162x51510,eric00@example.org,IHo-1567779,Male,1978-03-08,30,Depression,Old cause third product church return.,Simvastatin,"{""WBC"": 10615.2, ""Hgb"": 12.0, ""Platelets"": 165.6, ""Glucose"": 118.8}",Latex,2025-05-06,Katherine Price,Sound send billion mother risk write can dog least interesting standard.,True
395,Eileen Scott,520-36-3926,(560)644-8837x8267,paul50@example.net,bSO-6052178,Other,1944-07-18,99,COPD,Message these worker happen be.,"Omeprazole, Atorvastatin, Hydrochlorothiazide","{""WBC"": 9193.9, ""Hgb"": 14.3, ""Platelets"": 269.1, ""Glucose"": 102.0}",Latex,2025-04-02,Charles Fields,Where sell page ball high affect maintain meet start impact government top president.,True
396,Lisa Roberts,460-87-0925,001-539-926-1894x25953,qlawson@example.com,aVK-8225362,Male,1925-10-03,19,Asthma,Brother her entire look.,"Gabapentin, Hydrochlorothiazide","{""WBC"": 10083.4, ""Hgb"": 17.0, ""Platelets"": 176.7, ""Glucose"": 131.9}",Peanuts,2026-01-21,Dean Velazquez,Race change explain accept act book.,True
397,Pamela Perkins,325-34-1796,815.381.2019,dereklee@example.net,lVV-3479234,Male,2003-11-14,84,Asthma,Name town school remember either positive.,"Lisinopril, Gabapentin","{""WBC"": 8215.3, ""Hgb"": 14.5, ""Platelets"": 230.6, ""Glucose"": 121.3}",Penicillin,2025-08-03,Karen Ward,During in successful cold indicate actually receive sit fill.,False
398,Meredith Mayo,214-14-6874,001-848-914-9914x9433,dday@example.net,QnY-2127282,Other,1944-03-24,27,Depression,Executive social will.,Simvastatin,"{""WBC"": 8835.0, ""Hgb"": 13.3, ""Platelets"": 184.5, ""Glucose"": 79.7}",Latex,2025-06-04,Annette Thompson,Measure them out we exist sing.,True
399,Randy Hoffman,158-28-1059,(628)499-2893x5874,matthewsmith@example.net,tjX-7707733,Other,1965-03-29,13,COPD,Within treatment black believe.,Atorvastatin,"{""WBC"": 5454.4, ""Hgb"": 16.9, ""Platelets"": 266.6, ""Glucose"": 75.1}",Penicillin,2025-07-10,Danny Bruce,Game herself market cause season you one world.,True
400,Sue Becker,236-95-8082,+1-284-300-9253x77544,saunderseric@example.org,fhX-1988044,Female,1992-01-29,42,Migraine,Send teach throughout lay nor develop.,"Hydrochlorothiazide, Atorvastatin","{""WBC"": 9047.6, ""Hgb"": 15.7, ""Platelets"": 193.5, ""Glucose"": 115.8}",Shellfish,2025-06-19,Mitchell Robinson,Red organization rate little buy level identify include best.,False
401,Joshua Page,201-25-7565,(342)348-7776x86711,robinlarson@example.org,Vek-5773899,Other,1931-08-30,59,Migraine,Issue treat media with why various although.,Metformin,"{""WBC"": 4916.0, ""Hgb"": 17.0, ""Platelets"": 184.7, ""Glucose"": 139.4}",None,2025-11-05,Andrew Wheeler,Police family our star until goal service.,False
402,Ashley Gonzalez,665-30-8001,001-429-600-2652x88775,johnthompson@example.org,kVz-1814387,Other,2007-09-15,11,Migraine,While often address movie result he.,Amlodipine,"{""WBC"": 10032.6, ""Hgb"": 15.6, ""Platelets"": 363.5, ""Glucose"": 78.0}",Pollen,2026-01-11,Elizabeth Dougherty,Himself spend blue list tend that democratic film.,True
403,Adam Stewart,856-10-0338,424.953.3294x56175,fbaird@example.com,Gyg-6920528,Female,1979-01-13,14,Obesity,Discuss walk son year plant write office item.,"Gabapentin, Atorvastatin, Metformin","{""WBC"": 4340.2, ""Hgb"": 16.9, ""Platelets"": 213.7, ""Glucose"": 86.8}",None,2025-03-19,David Chapman,Peace product culture name you cultural might religious over guy stop note industry.,True
404,Angela Walsh,438-80-0838,463-614-1880,lrodgers@example.org,RZq-9848759,Other,2022-01-17,74,Asthma,Right table deep.,"Lisinopril, Albuterol","{""WBC"": 10915.9, ""Hgb"": 16.1, ""Platelets"": 167.5, ""Glucose"": 105.1}",None,2025-08-06,Andrea Robertson,Yet reach recognize join group morning fire.,True
405,Jeffrey Campbell,863-26-3982,+1-426-789-2820x020,donaldsmith@example.com,ErI-9844221,Other,1957-05-25,1,Obesity,Tend start too treat.,"Metformin, Gabapentin","{""WBC"": 10612.4, ""Hgb"": 15.7, ""Platelets"": 300.9, ""Glucose"": 132.6}",Penicillin,2025-08-08,Sara Black,Talk report suffer reflect personal somebody activity field wear defense this although thought sister.,True
406,John Ward,863-96-0604,823-683-1435x532,rodriguezdaniel@example.com,iyF-2697045,Female,1991-05-02,18,Asthma,Agent step phone military tonight marriage figure.,"Lisinopril, Atorvastatin","{""WBC"": 5070.3, ""Hgb"": 15.9, ""Platelets"": 358.8, ""Glucose"": 83.4}",Peanuts,2025-07-30,Melissa Parker,Impact hold again treat church trouble floor six move.,True
407,Kathleen Stephens,631-27-9237,+1-500-949-5730x9718,joannpalmer@example.org,AEY-0781879,Female,1954-07-09,68,Asthma,Full actually end bit position method.,Atorvastatin,"{""WBC"": 5619.7, ""Hgb"": 16.8, ""Platelets"": 210.2, ""Glucose"": 77.9}",Peanuts,2025-05-24,Robert Espinoza,Since industry group area forward theory.,False
408,Melissa Cooper,219-11-0461,811.955.7887x5713,qdean@example.com,mPf-5059817,Other,1991-03-16,65,Migraine,Everything wonder fall social research southern finally.,"Omeprazole, Albuterol","{""WBC"": 10547.1, ""Hgb"": 14.5, ""Platelets"": 298.2, ""Glucose"": 132.1}",Latex,2025-11-27,Jeremy Dyer,Put significant myself person difficult operation budget foreign work.,False
409,Pamela Burns,560-04-5675,972-653-2108x5850,tmoore@example.net,pri-4183881,Male,2013-11-18,6,Anxiety,Likely rate read oil hand miss.,Albuterol,"{""WBC"": 6615.7, ""Hgb"": 15.6, ""Platelets"": 381.3, ""Glucose"": 122.4}",Shellfish,2026-03-02,Michael Castro,Trial beyond surface particular stock example crime argue.,True
410,Jeffery Martin,479-04-7576,+1-345-970-5506x284,williamaguilar@example.net,pSZ-2121224,Other,1955-07-15,82,Obesity,Finally area view ground someone data beat.,Gabapentin,"{""WBC"": 10950.4, ""Hgb"": 14.8, ""Platelets"": 382.2, ""Glucose"": 125.2}",Penicillin,2025-09-10,Dakota Ramirez,Project grow full test just per example last hot mother.,False
411,Jack Parks DVM,364-88-6373,001-837-627-1077x4987,halltara@example.org,haO-0539079,Other,2010-10-31,98,Migraine,Range can offer leave doctor media audience.,"Albuterol, Metformin, Simvastatin","{""WBC"": 8536.0, ""Hgb"": 17.0, ""Platelets"": 247.2, ""Glucose"": 137.0}",Penicillin,2025-04-19,Richard Fox,Where training commercial consumer item place peace per road.,True
412,Paula Weber,668-19-4156,001-546-593-4213x0326,ericwoodward@example.org,lil-2185414,Other,2019-01-19,64,Migraine,Pick walk television fight budget although artist.,"Gabapentin, Atorvastatin","{""WBC"": 5249.0, ""Hgb"": 15.9, ""Platelets"": 339.7, ""Glucose"": 94.1}",Penicillin,2025-11-12,Pamela Bennett,Accept traditional issue white claim no data after meeting pattern here.,True
413,Chris Patel DDS,178-95-6572,(919)389-9440,sandra66@example.com,shJ-8232194,Female,1985-07-11,79,Hypertension,Environmental only medical career century.,"Simvastatin, Gabapentin, Omeprazole","{""WBC"": 10478.0, ""Hgb"": 14.4, ""Platelets"": 180.8, ""Glucose"": 80.4}",Latex,2025-06-23,Scott Gardner,Read begin media ready several per we human network sing turn shoulder north.,False
414,Megan Peterson,402-63-0633,2015601433,brownchristine@example.org,Uzk-2526603,Other,1975-01-13,99,Obesity,Five soon shoulder government.,"Lisinopril, Hydrochlorothiazide","{""WBC"": 8794.8, ""Hgb"": 15.0, ""Platelets"": 356.8, ""Glucose"": 89.8}",Shellfish,2025-04-07,Greg Smith DDS,Particularly than girl kid care fly sea collection information some.,True
415,Kristen Lloyd,769-92-8962,001-653-530-3529,angelagriffin@example.net,Bfk-9193618,Male,2023-01-05,20,Depression,Need meeting first moment.,"Albuterol, Amlodipine, Simvastatin","{""WBC"": 4399.6, ""Hgb"": 17.2, ""Platelets"": 159.7, ""Glucose"": 107.1}",Peanuts,2025-09-28,Christy Dixon,Real go feel phone behavior reality hour difference tend customer none everything second.,True
416,Keith Mason,583-16-6205,001-428-931-8330,hbradley@example.net,HNz-6910475,Female,1989-02-16,83,Hypothyroidism,Human call war light language kitchen.,"Simvastatin, Albuterol","{""WBC"": 10477.9, ""Hgb"": 17.5, ""Platelets"": 396.6, ""Glucose"": 132.2}",Penicillin,2025-10-19,Heather Stone,Skin effort almost natural movement military impact member open particular also same have mouth.,False
417,Martha Pierce,125-71-7001,+1-306-530-7831x547,nicolemendoza@example.org,mvI-0260571,Female,1958-06-29,21,Migraine,Stock someone avoid music once.,"Hydrochlorothiazide, Lisinopril","{""WBC"": 6659.1, ""Hgb"": 14.7, ""Platelets"": 253.3, ""Glucose"": 112.8}",Pollen,2025-08-03,Aimee Kelley,Probably guess information computer religious today wear.,False
418,Elaine Parker,373-74-7334,+1-580-427-9913x327,revans@example.net,gjO-8915810,Other,1940-08-17,80,COPD,Reduce probably every speak local.,Atorvastatin,"{""WBC"": 7342.5, ""Hgb"": 16.4, ""Platelets"": 343.8, ""Glucose"": 81.0}",Pollen,2025-07-16,Jennifer Vance,Skill ground necessary policy or position.,True
419,Scott Rojas,875-37-7803,6192779604,anthonyprice@example.com,FTI-6754104,Other,2023-08-07,54,Obesity,Newspaper role fight way life.,"Albuterol, Lisinopril","{""WBC"": 4228.6, ""Hgb"": 16.1, ""Platelets"": 321.4, ""Glucose"": 84.4}",None,2025-06-11,Margaret Cohen,Check hour imagine choice story school debate accept build might.,True
420,Samuel Johnson,006-64-9096,539.253.1750x3602,vanessa69@example.net,cLf-2181514,Other,1959-07-24,30,Migraine,Decision bad wind including true where degree exist.,Hydrochlorothiazide,"{""WBC"": 7671.6, ""Hgb"": 16.1, ""Platelets"": 296.1, ""Glucose"": 108.8}",Penicillin,2025-06-13,Amy Steele,Friend help thus authority station six fine air already.,True
421,Elizabeth Ferrell,318-92-9085,001-967-257-3842x510,andrea18@example.net,hGC-0516214,Male,2001-10-14,32,COPD,Entire talk opportunity right.,Metformin,"{""WBC"": 5439.6, ""Hgb"": 16.0, ""Platelets"": 327.4, ""Glucose"": 77.6}",Shellfish,2026-01-23,David Martin,Attorney wait while great lawyer yeah worker attack cultural.,False
422,Brett Miller,773-68-5482,302.602.3865x798,grahammichael@example.net,FaY-2758661,Male,1931-06-09,94,Obesity,Public view after ever writer represent project next.,Lisinopril,"{""WBC"": 7161.8, ""Hgb"": 13.4, ""Platelets"": 175.6, ""Glucose"": 103.3}",Penicillin,2025-09-30,Melanie Cabrera,Total whatever also they matter fire range safe produce perform choose.,False
423,James Pitts,810-83-5031,378.279.6795x7303,fhodges@example.net,SOw-3648166,Other,1962-07-23,18,COPD,Describe sound I manager ask particularly writer.,"Atorvastatin, Metformin, Levothyroxine","{""WBC"": 4318.8, ""Hgb"": 12.6, ""Platelets"": 270.3, ""Glucose"": 76.3}",None,2025-11-21,Ricardo Robles,Network off answer onto another in central sing.,False
424,Kara Dyer,727-11-5477,+1-598-202-7448,leeangela@example.com,sQX-3275695,Female,2011-04-05,34,Depression,Different avoid expert bed machine need speak wear.,"Albuterol, Amlodipine","{""WBC"": 6263.9, ""Hgb"": 15.4, ""Platelets"": 318.9, ""Glucose"": 110.6}",Shellfish,2025-06-04,Meghan Rodriguez,Boy company large moment example sure who just question appear.,True
425,Daniel Harvey,736-86-7518,748-571-9798,qlewis@example.org,VDo-1388169,Female,2016-01-18,38,Obesity,Prepare wide plan might than.,Metformin,"{""WBC"": 8887.7, ""Hgb"": 13.6, ""Platelets"": 165.9, ""Glucose"": 74.0}",Penicillin,2025-07-20,Richard Levine,Begin control huge by so least have must ok half drug leave present.,True
426,Andrea Ferguson,799-36-9939,(225)587-8343,kelly45@example.com,zqV-6323883,Other,1938-10-17,65,Diabetes,Probably manager I pretty seem himself admit ten.,"Lisinopril, Omeprazole","{""WBC"": 6506.8, ""Hgb"": 13.7, ""Platelets"": 158.7, ""Glucose"": 117.4}",Shellfish,2025-12-24,Joshua Guzman,Upon table cell rule discover throw because night size candidate billion address work.,False
427,Jesse Mercer,160-54-6695,+1-860-701-6228x07152,spencebrian@example.org,ehM-6562896,Other,1999-01-27,38,Obesity,Moment hair north.,"Gabapentin, Hydrochlorothiazide","{""WBC"": 7351.8, ""Hgb"": 12.9, ""Platelets"": 287.2, ""Glucose"": 120.0}",Penicillin,2025-12-01,Debbie Cortez,Generation same population available stuff institution.,True
428,Morgan Rojas,433-40-1228,4886675930,smithsarah@example.com,xZZ-7035894,Female,2014-05-02,2,Hypothyroidism,Cut leader not service wish poor.,"Gabapentin, Albuterol, Atorvastatin","{""WBC"": 9356.6, ""Hgb"": 16.2, ""Platelets"": 356.2, ""Glucose"": 126.4}",Shellfish,2025-09-20,Andres Summers,Ok conference ever protect garden dog detail be house middle hospital finally.,False
429,Tina Murphy,289-22-8986,785-371-2878,lowerycarol@example.net,jNG-8022937,Other,1978-10-19,55,Arthritis,Adult several year quite herself dark actually.,"Hydrochlorothiazide, Gabapentin, Levothyroxine","{""WBC"": 8985.6, ""Hgb"": 12.2, ""Platelets"": 212.7, ""Glucose"": 107.9}",Latex,2025-06-06,Alejandro Oneill,Moment situation police particularly protect party front room less reveal.,False
430,Crystal Williams,316-15-5238,331-576-2998,sheagary@example.org,nBY-4007937,Female,1936-03-09,87,Migraine,Reduce station continue their.,"Lisinopril, Atorvastatin","{""WBC"": 5620.4, ""Hgb"": 14.1, ""Platelets"": 216.5, ""Glucose"": 100.7}",None,2025-06-17,Kevin Mckay,Focus us community fall hard six story human.,True
431,Douglas Carr,446-54-3442,652-860-9947x38692,davidrivera@example.com,zdY-2869262,Male,1946-10-13,39,Arthritis,Truth reach moment act let fish.,Atorvastatin,"{""WBC"": 9357.2, ""Hgb"": 17.0, ""Platelets"": 168.7, ""Glucose"": 79.0}",Shellfish,2025-10-28,Scott Molina,Control assume gun choose indeed project.,True
432,Robert Hicks,289-68-9563,(291)599-9452x6847,laura31@example.org,yNj-1837259,Male,1943-12-31,35,Depression,Power dinner week authority hundred building far.,"Omeprazole, Simvastatin, Amlodipine","{""WBC"": 7747.3, ""Hgb"": 15.9, ""Platelets"": 328.0, ""Glucose"": 85.7}",None,2025-09-30,Kathy Martin,Mouth center add each develop player.,True
433,Cheryl Johnston,271-97-1542,001-662-387-2427x99326,samuelherrera@example.com,zxO-5510641,Female,1960-10-07,48,Asthma,Special during less series.,Omeprazole,"{""WBC"": 10574.0, ""Hgb"": 13.4, ""Platelets"": 360.7, ""Glucose"": 78.9}",Latex,2025-07-31,Jeffrey Moore,Specific receive whole building religious world.,True
434,Harold Myers,245-95-7536,482.269.3191x15905,angiegill@example.net,eCG-5769547,Female,1983-12-06,72,Asthma,Mother offer just note speech.,Amlodipine,"{""WBC"": 7827.4, ""Hgb"": 12.7, ""Platelets"": 391.5, ""Glucose"": 71.0}",Penicillin,2025-12-06,Carla Owens,Which hair movement listen base modern.,True
435,Dustin Phillips,587-46-0026,+1-778-872-7246x90019,dennis62@example.net,Yis-8113122,Other,2016-03-31,86,Migraine,Cost until ago pressure.,Gabapentin,"{""WBC"": 4238.1, ""Hgb"": 16.7, ""Platelets"": 384.4, ""Glucose"": 118.4}",Penicillin,2025-08-07,Victoria Burgess,Future listen consider rather cost medical then loss reach.,False
436,Benjamin York,167-53-8474,001-707-277-9188x9467,woodjames@example.com,DWK-9107770,Other,1933-10-15,52,Hypertension,Become college summer identify.,"Gabapentin, Hydrochlorothiazide, Levothyroxine","{""WBC"": 6499.7, ""Hgb"": 15.0, ""Platelets"": 352.1, ""Glucose"": 96.0}",Penicillin,2025-05-07,Christina Rich,Actually smile age bill care big increase alone hit.,True
437,Audrey Jones,822-59-9200,695-530-5189,lisa90@example.com,oyQ-4791811,Male,2012-10-08,5,Asthma,Watch or bill strong like language.,"Simvastatin, Hydrochlorothiazide","{""WBC"": 10831.6, ""Hgb"": 12.6, ""Platelets"": 267.5, ""Glucose"": 117.5}",None,2025-04-16,Andrew Richardson,Middle option feel resource voice rest candidate until dog admit wife carry.,False
438,Jeffrey Murphy,038-07-4059,591-524-2463x19850,teresa13@example.org,mRy-1371922,Other,1982-09-03,55,Asthma,Lead available set might.,Lisinopril,"{""WBC"": 4282.6, ""Hgb"": 16.5, ""Platelets"": 318.4, ""Glucose"": 86.1}",Penicillin,2025-04-14,Nicole Rodriguez,Political bring contain I music oil power option act law mouth like.,True
439,Kathleen Dean,780-52-2503,(673)961-6173,hughesmelissa@example.org,Ydw-7493158,Male,1972-09-18,33,Asthma,Court feeling professional.,"Atorvastatin, Hydrochlorothiazide","{""WBC"": 10554.6, ""Hgb"": 16.9, ""Platelets"": 359.1, ""Glucose"": 78.5}",None,2026-01-17,Joyce Watson,Every analysis go shoulder data good improve now might traditional stuff leader fly.,False
440,Walter Martinez MD,361-13-4291,710.908.4945,nathansanders@example.net,KAQ-4174806,Male,1929-03-26,57,Depression,Peace enter meeting per ball student.,"Lisinopril, Metformin, Levothyroxine","{""WBC"": 9857.3, ""Hgb"": 14.6, ""Platelets"": 380.3, ""Glucose"": 106.0}",Latex,2025-04-09,Clinton Flynn DDS,Bring court remain edge end computer me beat always.,False
441,Michael Little,044-31-3918,614-717-8839x224,josephbeck@example.org,TNZ-6977564,Female,1926-10-28,60,COPD,Century individual oil fine indicate.,Hydrochlorothiazide,"{""WBC"": 9793.9, ""Hgb"": 12.2, ""Platelets"": 247.2, ""Glucose"": 104.6}",Peanuts,2025-07-30,Bethany Thomas,That establish local instead school military road.,True
442,James Schneider,742-22-2693,(854)688-2258x0001,evansgarrett@example.org,pFq-9933659,Male,1982-04-19,39,Diabetes,Expert best only every close book cultural especially.,Atorvastatin,"{""WBC"": 4978.6, ""Hgb"": 15.5, ""Platelets"": 321.5, ""Glucose"": 116.3}",Penicillin,2026-02-16,Jimmy Lucas,Trade least pass method else treat fear type under.,False
443,Theodore Parsons,696-75-4300,808.726.9892x7662,jamesstephens@example.org,TjZ-3010569,Male,1952-01-11,22,Hypertension,Place animal dark official.,Gabapentin,"{""WBC"": 9941.5, ""Hgb"": 16.9, ""Platelets"": 292.3, ""Glucose"": 75.3}",Pollen,2025-10-27,Timothy Martin,Still anything customer a culture address physical federal artist.,False
444,Jennifer Tran,271-45-0117,610-492-6258,andrew24@example.net,dvB-5240366,Male,2001-11-30,97,Arthritis,Usually election spring action option.,"Metformin, Levothyroxine, Albuterol","{""WBC"": 5658.3, ""Hgb"": 14.0, ""Platelets"": 210.8, ""Glucose"": 99.9}",Pollen,2025-11-20,Andrea Mcgee,Social end significant goal program choice cut appear me take.,False
445,Travis Mckenzie,156-14-3760,4536435662,williamsdaniel@example.net,VWQ-6358713,Female,1929-02-01,87,Diabetes,Together industry become at ten.,"Hydrochlorothiazide, Albuterol","{""WBC"": 4065.7, ""Hgb"": 12.7, ""Platelets"": 305.6, ""Glucose"": 107.0}",Shellfish,2025-03-27,Jocelyn Hicks,May those deal recently even even cover figure huge have yes simply.,True
446,Erica Hart,336-64-2325,323-781-6912x64577,rfox@example.net,oSQ-6695960,Other,1998-04-13,48,Diabetes,Maybe west begin politics.,"Gabapentin, Albuterol","{""WBC"": 7413.6, ""Hgb"": 14.9, ""Platelets"": 347.9, ""Glucose"": 87.9}",None,2026-01-06,Nancy Stafford,Identify hit tough party pay yeah seat day share still discussion.,False
447,Bernard Martinez,278-61-9403,353-906-1763,edwardcarpenter@example.com,pAa-7600100,Male,2011-11-13,45,Obesity,Quite have half among.,"Albuterol, Gabapentin","{""WBC"": 5857.7, ""Hgb"": 12.5, ""Platelets"": 156.9, ""Glucose"": 71.3}",Latex,2025-07-06,Michelle Young,Natural nation much evidence white your follow son find spring his.,False
448,Nicholas Hill,494-18-2763,+1-588-506-8050x750,rodgersjessica@example.net,lKT-1867832,Female,1959-06-30,73,Asthma,Current religious month order purpose foreign.,Lisinopril,"{""WBC"": 8605.1, ""Hgb"": 15.8, ""Platelets"": 179.5, ""Glucose"": 134.9}",Shellfish,2025-09-18,Nancy Dominguez,Figure religious smile truth human me.,True
